"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Elassoma gilberti","Gulf Coast Pygmy Sunfish","Species","Exact Match","Fish","Elassoma gilberti","","Georgia",0,1,NA,"Animalia","Chordata","Actinopterygii","Zeiformes","Elassomatidae","Elassoma"
"Elassoma okatie","Bluebarred Pygmy Sunfish","Species","Exact Match","Fish","Elassoma okatie","Georgia,South Carolina","Georgia,South Carolina",2,2,"Resolved Taxon","Animalia","Chordata","Teleostei","Perciformes","Elassomatidae","Elassoma"
"Elassoma zonatum","Banded Pygmy Sunfish","Species","Exact Match","Fish","Elassoma zonatum,Elassoma  zonatum","Illinois,Indiana,North Carolina","Illinois,Indiana,Missouri",3,3,NA,"Animalia","Chordata","Teleostei","Perciformes","Elassomatidae","Elassoma"
"Elateridae","click beetles","Family","Exact Match","Insects","Elateridae","","Florida",0,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Elateridae",NA
"Eleocharis atropurpurea","Purple Spikerush","Species","Exact Match","Plants","Eleocharis atropurpurea","Missouri,Nebraska","Missouri,Nebraska",2,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis brachycarpa","Short-fruited spikesedge","Species","Exact Match","Plants","Eleocharis brachycarpa","","Texas",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis compressa","Flat-stem Spikerush","Species","Exact Match","Plants","Eleocharis compressa","","Tennessee,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis elliptica","Elliptic Spikerush","Species","Exact Match","Plants","Eleocharis elliptica","Nebraska","West Virginia",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis elongata","Slim Spikerush","Species","Exact Match","Plants","Eleocharis elongata","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis engelmannii","Engelmann's Spikerush","Species","Exact Match","Plants","Eleocharis engelmannii","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis equisetoides","Horse-tail Spike-rush","Species","Exact Match","Plants","Eleocharis equisetoides","Missouri","Tennessee",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis geniculata","Capitate Spikerush","Species","Exact Match","Plants","Eleocharis geniculata","Nebraska","Louisiana,Nebraska",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis intermedia","Matted Spike-sedge","Species","Exact Match","Plants","Eleocharis intermedia","","Massachusetts,Tennessee,West Virginia",0,3,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis lanceolata","Lance-like spike rush","Species","Exact Match","Plants","Eleocharis lanceolata","Missouri","Missouri,Tennessee",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis melanocarpa","Black-fruited Spike Sedge","Species","Exact Match","Plants","Eleocharis melanocarpa","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis palustris","Marsh Spikerush","Species","Exact Match","Plants","Eleocharis palustris","","South Carolina,West Virginia",0,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis quadrangulata","Squarestem Spikerush","Species","Exact Match","Plants","Eleocharis quadrangulata","","West Virginia",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis radicans","Rooted Spike Sedge","Species","Exact Match","Plants","Eleocharis radicans","","Louisiana",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis ravenelii","South Texas spikesedge","Species","Fuzzy Match","Plants","Eleocharis austrotexana","","Texas",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis rostellata","Beaked Spikerush","Species","Exact Match","Plants","Eleocharis rostellata","Nebraska","Nebraska,West Virginia",1,2,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis tortilis","Twisted Spike-rush","Species","Exact Match","Plants","Eleocharis tortilis","","Tennessee",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis vivipara","Viviparous Spike-rush","Species","Exact Match","Plants","Eleocharis vivipara","","South Carolina",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleocharis wolfii","Wolf's Spikerush","Species","Exact Match","Plants","Eleocharis wolfii","Georgia,Nebraska","Georgia,Louisiana,Missouri,Nebraska,Tennessee",2,5,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Eleocharis"
"Eleotris amblyopsis","Largescaled Spinycheek Sleeper","Species","Exact Match","Fish","Eleotris amblyopsis","Florida,Louisiana,Puerto Rico,South Carolina","Louisiana",4,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Eleotridae","Eleotris"
"Elimia acuta","Acute Elimia","Species","Exact Match","Mollusks","Elimia acuta","Tennessee","Tennessee",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia albanyensis","Black-crested Elimia Snail","Species","Exact Match","Mollusks","Elimia albanyensis","Georgia","Florida",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia ampla","Ample Elimia","Species","Exact Match","Mollusks","Elimia ampla","Alabama","Alabama",1,1,"Status Undefined","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia annettae","Lilyshoals Elimia","Species","Exact Match","Mollusks","Elimia annettae","Alabama","Alabama",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia arachnoidea","Spider Elimia","Species","Exact Match","Mollusks","Elimia arachnoidea","Tennessee","Tennessee,Virginia",1,2,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia aterina","Coal Elimia","Species","Exact Match","Mollusks","Elimia aterina","Tennessee,Virginia","Tennessee,Virginia",2,2,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia bellacrenata","Princess Elimia","Species","Exact Match","Mollusks","Elimia bellacrenata","Alabama","Alabama",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia boykiniana","Flaxen Elimia","Species","Exact Match","Mollusks","Elimia boykiniana","Georgia","Alabama",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia catenaria","Gravel elimia","Species","Exact Match","Mollusks","Elimia catenaria","Virginia","Virginia",1,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia christyi","Christy's Elimia","Unknown Taxonomic Rank","Legacy Match","Mollusks","Elimia christyi","North Carolina","North Carolina,Tennessee",1,2,NA,NA,NA,NA,NA,NA,NA
"Elimia clenchi","Clench's Goniobasis","Species","Exact Match","Mollusks","Elimia clenchi","Florida","Florida",1,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia cochliaris","Cockle Elimia","Species","Exact Match","Mollusks","Elimia cochliaris","Alabama","Alabama",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia comalensis","Balcones Elimia","Species","Exact Match","Mollusks","Elimia comalensis","","Texas",0,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia crenatella","Lacy Elimia","Species","Exact Match","Mollusks","Elimia crenatella","Alabama","Alabama",1,1,"Threatened","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia dickinsoni","Stately Elimia","Species","Exact Match","Mollusks","Elimia dickinsoni","","Alabama,Florida",0,2,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia inclinans","Slanted Elimia","Species","Exact Match","Mollusks","Elimia inclinans","","Georgia",0,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia lachryma","Teardrop Elimia","Species","Exact Match","Mollusks","Elimia lachryma","Alabama","Alabama",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia melanoides","Black Mudalia","Unknown Taxonomic Rank","Legacy Match","Mollusks","Elimia melanoides","Alabama","Alabama",1,1,"Resolved Taxon",NA,NA,NA,NA,NA,NA
"Elimia mutabilis","Oak Elimia","Species","Exact Match","Mollusks","Elimia mutabilis","","Georgia",0,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia nassula","Round-Ribbed Elimia","Species","Exact Match","Mollusks","Elimia nassula","Alabama","Alabama",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia ornata","Ornate Elimia","Species","Exact Match","Mollusks","Elimia ornata","Georgia","Georgia",1,1,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia perstriata","Engraved Elimia","Species","Exact Match","Mollusks","Elimia perstriata","Alabama","Alabama",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia porrecta","Nymph Elimia","Species","Exact Match","Mollusks","Elimia porrecta","Tennessee","Tennessee",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia striatula","File Elimia","Species","Exact Match","Mollusks","Elimia striatula","Georgia,Tennessee","Georgia,Tennessee",2,2,NA,"Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia strigosa","Brook Elimia","Species","Exact Match","Mollusks","Elimia strigosa","Tennessee","Tennessee",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia teres","Elegant Elimia","Species","Exact Match","Mollusks","Elimia teres","Tennessee","Tennessee",1,1,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia troostiana","Mossy Elimia","Species","Exact Match","Mollusks","Elimia troostiana","Tennessee","Tennessee",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia vanuxemiana","Cobble Elimia","Species","Exact Match","Mollusks","Elimia vanuxemiana","Alabama","Alabama",1,1,"Status Undefined","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia varians","Puzzle Elimia","Species","Exact Match","Mollusks","Elimia varians","Alabama","Alabama",1,1,"Species of Concern","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elimia variata","Squat Elimia","Species","Exact Match","Mollusks","Elimia variata","Alabama","Alabama",1,1,"Resolved Taxon","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Pleuroceridae","Elimia"
"Elliottia racemosa","Georgia Plume","Species","Exact Match","Plants","Elliottia racemosa","Georgia","Georgia,South Carolina",1,2,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Elliottia"
"Ellipsaria lineolata","Butterfly","Species","Exact Match","Mollusks","Ellipsaria lineolata","Arkansas,Illinois,Iowa,Kansas,Kentucky,Louisiana,Minnesota,Mississippi,Ohio,Oklahoma,Pennsylvania,West Virginia,Wisconsin","Illinois,Iowa,Kansas,Kentucky,Louisiana,Minnesota,Mississippi,Ohio,Oklahoma,Pennsylvania,West Virginia,Wisconsin",13,12,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Ellipsaria"
"Ellipsoptera blanda","Sandbar Tiger Beetle","Species","Fuzzy Match","Insects","Cicindela blanda,Ellipsoptera blanda","","Florida,Louisiana",0,2,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera cuprascens","A Tiger Beetle","Species","Fuzzy Match","Insects","Cicindela cuprascens","West Virginia","West Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera gratiosa","A tiger beetle","Species","Fuzzy Match","Insects","Cicindela gratiosa","Virginia","Virginia",1,1,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera lepida","Ghost Tiger Beetle","Species","Fuzzy Match","Insects","Cicindelalepida,Cicindela lepida,Ellipsoptera lepida","Arkansas,Connecticut,Delaware,Maryland,Michigan,Minnesota,Pennsylvania,South Dakota,Virginia,Wisconsin","Arkansas,Connecticut,Delaware,Maryland,Minnesota,Nebraska,New Jersey,Oklahoma,Pennsylvania,South Dakota,Virginia,Wisconsin",10,12,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera macra","Sandy Stream Tiger Beetle","Species","Fuzzy Match","Insects","Cicindela macra","Arkansas,Michigan,Wisconsin","Arkansas,Wisconsin",3,2,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera nevadica olmosa","Los Olmos Tiger Beetle","Subspecies","Fuzzy Match","Insects","Cicindela nevadica olmosa","New Mexico","Texas",1,1,"Species of Concern","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Ellipsoptera wapleri","White Sand Tiger Beetle","Species","Exact Match","Insects","Cicindela wapleri,Ellipsoptera wapleri","","Florida,Louisiana",0,2,NA,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Ellipsoptera"
"Elliptio angustata","Carolina Lance","Species","Exact Match","Mollusks","Elliptio angustata","South Carolina,Virginia","South Carolina,Virginia",2,2,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio arca","Alabama Spike","Species","Exact Match","Mollusks","Elliptio arca","Alabama,Georgia,Mississippi,Tennessee","Alabama,Georgia,Mississippi,Tennessee",4,4,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio arctata","Delicate Spike","Species","Exact Match","Mollusks","Elliptio arctata,Elliptio arctata (coosa form)","Alabama,Florida,Georgia,Mississippi,Tennessee","Alabama,Florida,Georgia,Mississippi,Tennessee",5,5,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio chipolaensis","Chipola Slabshell","Species","Exact Match","Mollusks","Elliptio chipolaensis","Alabama,Florida","Alabama,Florida",2,2,"Threatened","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio complanata","Eastern Elliptio","Species","Exact Match","Mollusks","Elliptio complanata","Michigan","Delaware,Michigan,Minnesota,West Virginia,Wisconsin",1,5,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio complanata complex","Eastern Elliptio","Unknown Taxonomic Rank","Legacy Match","Mollusks","Elliptio complanata complex","South Carolina","South Carolina",1,1,NA,NA,NA,NA,NA,NA,NA
"Elliptio congaraea","Carolina slabshell mussel","Species","Exact Match","Mollusks","Elliptio congaraea,Elliptio congarea","North Carolina,South Carolina,Virginia","South Carolina,Virginia",3,2,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio crassidens","Elephant-ear","Species","Followed Accepted AphiaID","Mollusks","Elliptio crassidens,Elliptio crassidens crassidens","Illinois,Kentucky,Louisiana,Minnesota,Missouri,Ohio,Virginia,West Virginia,Wisconsin","Illinois,Iowa,Kentucky,Louisiana,Minnesota,Missouri,Ohio,Pennsylvania,Virginia,West Virginia,Wisconsin",9,11,NA,"Animalia","Mollusca","Bivalvia","Unionida","Unionidae","Elliptio"
"Elliptio dilatata","Spike","Species","Exact Match","Mollusks","Elliptio dilatata","Alabama,Georgia,Illinois,Iowa,Kansas,Louisiana,Minnesota,Mississippi,North Carolina","Alabama,Illinois,Iowa,Kansas,Louisiana,Minnesota,Mississippi,North Carolina,West Virginia",9,9,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio fisheriana","Northern lance","Species","Exact Match","Mollusks","Elliptio fisheriana,Elliptio fisheriana/nasutilus,Ellliptio fisheriana/nasutilus","Delaware,Maryland,Pennsylvania,South Carolina,Virginia,West Virginia","Delaware,Maryland,Pennsylvania,South Carolina,Virginia,West Virginia",6,6,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio folliculata","Pod Lance","Species","Exact Match","Mollusks","Elliptio folliculata,Elliptio folliculate","North Carolina,South Carolina","South Carolina",2,1,NA,"Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio fraterna","Brother Spike","Species","Exact Match","Mollusks","Elliptio fraterna","Alabama,Georgia,South Carolina","Alabama,Georgia,South Carolina",3,3,"Under Review in the Candidate or Petition Process","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
"Elliptio icterina complex","Variable Spike","Unknown Taxonomic Rank","Legacy Match","Mollusks","Elliptio icterina complex","South Carolina","South Carolina",1,1,NA,NA,NA,NA,NA,NA,NA
"Elliptio lanceolata","Yellow lance","Species","Exact Match","Mollusks","Elliptio lanceolata","Maryland,North Carolina,Virginia","Maryland,North Carolina,Virginia",3,3,"Proposed Threatened","Animalia","Mollusca","Bivalvia","Unionoida","Unionidae","Elliptio"
