"scientificname","commonname","taxonomicrank","matchmethod","taxonomicgroup","scientificnames_submitted","statelist_2005","statelist_2015","sgcn2005","sgcn2015","listingStatus","kingdom","phylum","class","order","family","genus"
"Cyanea konahuanuiensis","No Common Name","Species","Exact Match","Other","Cyanea konahuanuiensis","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea koolauensis","no common name","Species","Exact Match","Plants","Cyanea koolauensis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea kuhihewa","haha","Species","Exact Match","Plants","Cyanea kuhihewa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea kunthiana","Haha","Species","Fuzzy Match","Other","Cyanea kuthiana","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea lanceolata","Haha","Species","Exact Match","Other","Cyanea lanceolata","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea lobata ssp. lobata","haha","Subspecies","Exact Match","Plants","Cyanea lobata ssp. lobata,Cyanea lobata subsp. lobata","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea longiflora","no common name","Species","Exact Match","Plants","Cyanea longiflora","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea magnicalyx","haha","Species","Exact Match","Plants","Cyanea magnicalyx","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea mannii","no common name","Species","Exact Match","Plants","Cyanea mannii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea maritae","No Common Name","Species","Exact Match","Other","Cyanea maritae","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea marksii","Haha","Species","Exact Match","Other","Cyanea marksii","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea mceldowneyi","no common name","Species","Exact Match","Plants","Cyanea mceldowneyi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea munroi","haha","Species","Exact Match","Plants","Cyanea munroi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea obtusa","haha","Species","Exact Match","Plants","Cyanea obtusa","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea pinnatifida","haha","Species","Exact Match","Plants","Cyanea pinnatifida","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea platyphylla","akuaku","Species","Exact Match","Plants","Cyanea fernaldii,Cyanea platyphylla","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea procera","haha","Species","Exact Match","Plants","Cyanea procera","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea profuga","haha","Species","Exact Match","Plants","Cyanea profuga","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea purpurellifolia","haha","Species","Exact Match","Plants","Cyanea purpurellifolia","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea pycnocarpa","No Common Name","Species","Exact Match","Other","Cyanea pycnocarpa","","Hawaii",0,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea recta","no common name","Species","Exact Match","Plants","Cyanea recta","Hawaii","Hawaii",1,1,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea remyi","no common name","Species","Exact Match","Plants","Cyanea remyi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea rivularis","no common name","Species","Exact Match","Plants","Cyanea rivularis,Delissea rivularis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea sessilifolia","no common name","Species","Exact Match","Plants","Cyanea sessilifolia","Hawaii","Hawaii",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea shipmanii","haha","Species","Exact Match","Plants","Cyanea shipmanii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea solanacea","popolo, haha nui","Species","Exact Match","Plants","Cyanea solanacea","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea st.-johnii","haha","Species","Fuzzy Match","Plants","Cyanea st.-johnii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea stictophylla","haha","Species","Exact Match","Plants","Cyanea stictophylla","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea superba ssp. superba","haha","Subspecies","Exact Match","Plants","Cyanea superba ssp. superba,Cyanea superba subsp. superba","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea tritomantha","<U+02BB>Aku","Species","Exact Match","Plants","Cyanea tritomantha","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea truncata","haha","Species","Exact Match","Plants","Cyanea truncata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyanea undulata","haha","Species","Exact Match","Plants","Cyanea undulata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Cyanea"
"Cyathoceras diomedae","No Common Name","Unknown Taxonomic Rank","Legacy Match","Other Invertebrates","Cyathoceras diomedae","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Cycloseris distorta","Distorted Mushroom Coral","Species","Fuzzy Match","Other Invertebrates","Diaseris distorta","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Fungiidae","Cycloseris"
"Cycloseris fragilis","Fragile Mushroom Coral","Species","Exact Match","Other Invertebrates","Cycloseris fragilis","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Fungiidae","Cycloseris"
"Cyclosorus boydiae","Boyd's Maidenfern","Species","Fuzzy Match","Other","Cyclosorus boyidiae","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Thelypteridaceae","Cyclosorus"
"Cygnus buccinator","Trumpeter Swan","Species","Exact Match","Birds","Cygnus buccinator","Arkansas,Idaho,Illinois,Indiana,Iowa,Kentucky,Michigan,Minnesota,Missouri,Montana,Nebraska,Oklahoma,South Dakota,Washington,Wisconsin,Wyoming","Alaska,Arkansas,Idaho,Illinois,Indiana,Iowa,Kentucky,Michigan,Minnesota,Nebraska,Ohio,Oklahoma,Oregon,South Dakota,Wyoming",16,15,"Status Undefined","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus"
"Cymatogaster aggregata","shiner perch","Species","Exact Match","Fish","Cymatogaster aggregata","Alaska","Oregon",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Embiotocidae","Cymatogaster"
"Cymolutes lecluse","slender razorfish, Hawaiian knifefish, slender sand wrasse","Species","Exact Match","Fish","Cymolutes leclus,Cymolutes lecluse","Hawaii","Hawaii",1,1,NA,"Animalia","Chordata","Teleostei","Perciformes","Labridae","Cymolutes"
"Cyperus fauriei","no common name","Species","Exact Match","Plants","Cyperus fauriei,Mariscus fauriei","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus"
"Cyperus laevigatus","makaloa","Species","Exact Match","Plants","Cyperus laevigatus","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus"
"Cyperus neokunthianus","No Common Name","Species","Exact Match","Other","Cyperus neokunthianus","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus"
"Cyperus odoratus","Engelmann's Flatsedge","Species","Fuzzy Match","Plants","Cyperus engelmannii,Cyperus odoratus","Hawaii,Nebraska","Hawaii,Massachusetts,Nebraska",2,3,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus"
"Cyperus pennatiformis","No Common Name","Species","Exact Match","Other","Cyperus pennatiformis","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus"
"Cyperus trachysanthos","no common name","Species","Exact Match","Plants","Cyperus trachysanthos","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Poales","Cyperaceae","Cyperus"
"Cyphastrea ocellina","ocellated coral, akoakoa","Species","Exact Match","Other Invertebrates","Cyphastrea ocellina","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Cyphastrea"
"Cypraea burgessi","Burgess' cowry","Unknown Taxonomic Rank","Legacy Match","Mollusks","Cypraea burgessi","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Cypraea ostergaardi","Leho","Unknown Taxonomic Rank","Legacy Match","Mollusks","Cypraea ostergaardi","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Cypraea rasleighana","Rashleigh's cowry, leho","Unknown Taxonomic Rank","Legacy Match","Mollusks","Cypraea rasleighana","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Cypraea tessallata","Checkered Cowry, Leho","Unknown Taxonomic Rank","Legacy Match","Mollusks","Cypraea tessallata","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Cypraea tigris","tiger cowry","Species","Exact Match","Mollusks","Cypraea tigris","Hawaii","Hawaii",1,1,NA,"Animalia","Mollusca","Gastropoda","Littorinimorpha","Cypraeidae","Cypraea"
"Cypseloides niger","Black Swift","Species","Exact Match","Birds","Cypseloides niger","Alaska,California,Colorado,Idaho,Montana,New Mexico,Oregon,Puerto Rico,Utah","California,Colorado,Idaho,Montana,New Mexico,Utah",9,6,"Species of Concern","Animalia","Chordata","Aves","Apodiformes","Apodidae","Cypseloides"
"Cypseloides niger borealis","Black Swift","Subspecies","Exact Match","Birds","Cypseloides niger borealis","Alaska","Alaska,Oregon",1,2,NA,"Animalia","Chordata","Aves","Apodiformes","Apodidae","Cypseloides"
"Cyrtandra","no common name","Genus","Exact Match","Plants","Cyrtandra spp.","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra crenata","no common name","Species","Exact Match","Plants","Cyrtandra crenata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra cyaneoides","Mapele","Species","Exact Match","Plants","Cyrtandra cyaneoides","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra dentata","no common name","Species","Exact Match","Plants","Cyrtandra dentata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra filipes","no common name","Species","Exact Match","Plants","Cyrtandra filipes","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra giffardii","no common name","Species","Exact Match","Plants","Cyrtandra giffardii","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra gracilis","haiwale","Species","Exact Match","Plants","Cyrtandra gracilis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra halawensis","haiwale","Species","Exact Match","Plants","Cyrtandra halawensis","Hawaii","Hawaii",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra hematos","haiwale","Species","Exact Match","Plants","Cyrtandra hematos","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra kaulantha","haiwale","Species","Exact Match","Plants","Cyrtandra kaulantha","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra kealiae","Ha<U+02BB>iwale","Species","Fuzzy Match","Other","Cyrtandra limahuliensis","","Hawaii",0,1,"Threatened","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra kealiae ssp. kealiae","no common name","Subspecies","Exact Match","Plants","Cyrtandra kealiae ssp. kealiae,Cyrtandra kealiae subsp. kealiae","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra munroi","no common name","Species","Exact Match","Plants","Cyrtandra munroi","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra oenobarba","Ha<U+02BB>iwale","Species","Exact Match","Other","Cyrtandra oenobarba","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra oxybapha","no common name","Species","Exact Match","Plants","Cyrtandra oxybapha","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra paliku","haiwale","Species","Exact Match","Plants","Cyrtandra paliku","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra polyantha","no common name","Species","Exact Match","Plants","Cyrtandra polyantha","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra sessilis","haiwale","Species","Exact Match","Plants","Cyrtandra sessilis","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra subumbellata","no common name","Species","Exact Match","Plants","Cyrtandra subumbellata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra tintinnabula","no common name","Species","Exact Match","Plants","Cyrtandra tintinnabula","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra viridiflora","no common name","Species","Exact Match","Plants","Cyrtandra viridiflora","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra wagneri","No Common Name","Species","Exact Match","Other","Cyrtandra wagneri","","Hawaii",0,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Cyrtandra waiolani","haiwale","Species","Exact Match","Plants","Cyrtandra waiolani","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Cyrtandra"
"Danaus plexippus","Monarch Butterfly","Species","Fuzzy Match","Insects","Danaus plexippus,Danaus plexippus (overwintering sites),Danaus P. Plexippus","California,District of Columbia,Kansas","Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Idaho,Illinois,Iowa,Kansas,Louisiana,Maine,Maryland,Michigan,Minnesota,Missouri,New Hampshire,New Jersey,North Carolina,North Dakota,Ohio,Oregon,Pennsylvania,Rhode Island,Vermont,Washington",3,27,NA,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus"
"Dasya iridescens","No Common Name","Species","Exact Match","Other","Dasya iridescens","Hawaii","Hawaii",1,1,NA,"Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasya"
"Dasya kriseniae","No Common Name","Unknown Taxonomic Rank","Legacy Match","Other","Dasya kriseniae","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Dasya muurayana","No Common Name","Unknown Taxonomic Rank","Legacy Match","Other","Dasya muurayana","Hawaii","Hawaii",1,1,NA,NA,NA,NA,NA,NA,NA
"Delissea argutidentata","No Common Name","Species","Fuzzy Match","Other","Delissiea argutidentata","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delissea kauaiensis","No Common Name","Species","Fuzzy Match","Other","Delissea niihauensis ssp. kauaiensis,Delissea niihauensis subsp. kauaiensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delissea niihauensis","No Common Name","Species","Fuzzy Match","Other","Delissea niihauensis ssp. niihauensis,Delissea niihauensis subsp. niihauensis","Hawaii","Hawaii",1,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delissea rhytidosperma","no common name","Species","Exact Match","Plants","Delissea rhytidosperma","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delissea subcordata","<U+02BB>Oha","Species","Exact Match","Plants","Delissea subcordata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delissea undulata","no common name","Species","Exact Match","Plants","Delissea undulata","Hawaii","Hawaii",1,1,"Endangered","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delissea waianaeensis","No Common Name","Species","Exact Match","Other","Delissea waianaeensis","","Hawaii",0,1,NA,"Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","Delissea"
"Delphinium nuttallii ssp. ochroleucum","White Rock Larkspur","Subspecies","Fuzzy Match","Plants","Delphinium leucophaeum","Oregon","Oregon",1,1,"Species of Concern","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium"
"Delphinium pavonaceum","Peacock Larkspur","Species","Exact Match","Plants","Delphinium pavonaceum","Oregon","Oregon",1,1,"Resolved Taxon","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium"
"Deltistes luxatus","Lost River Sucker","Species","Exact Match","Fish","Deltistes luxatus","California,Oregon","California,Oregon",2,2,"Endangered","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Deltistes"
"Deltocyathus andamanicus","No Common Name","Species","Exact Match","Other Invertebrates","Deltocyathus andamanicus","Hawaii","Hawaii",1,1,NA,"Animalia","Cnidaria","Anthozoa","Scleractinia","Caryophylliidae","Deltocyathus"
